2e-07,4e-07,1.5e-06,1.6e-06,4.58585,-1.77248e+06,1.35064e+11
2.08e-07,4e-07,1.5e-06,1.6e-06,4.41818,-1.48197e+06,2.35074e+10
2.16e-07,4e-07,1.5e-06,1.6e-06,4.31759,-1.31721e+06,-2.77227e+10
2.24e-07,4e-07,1.5e-06,1.6e-06,4.22572,-1.16638e+06,-7.37339e+10
2.32e-07,4e-07,1.5e-06,1.6e-06,4.14976,-1.04124e+06,-1.11098e+11
2.4e-07,4e-07,1.5e-06,1.6e-06,4.15296,-1.04684e+06,-9.14214e+10
2e-07,4.4e-07,1.5e-06,1.6e-06,4.20497,-1.24031e+06,-8.65368e+09
2.08e-07,4.4e-07,1.5e-06,1.6e-06,4.0732,-1.0112e+06,-9.32527e+10
2.16e-07,4.4e-07,1.5e-06,1.6e-06,4.01202,-902383,-1.24866e+11
2.24e-07,4.4e-07,1.5e-06,1.6e-06,3.95632,-802706,-1.53031e+11
2.32e-07,4.4e-07,1.5e-06,1.6e-06,3.9104,-719894,-1.75715e+11
2.4e-07,4.4e-07,1.5e-06,1.6e-06,3.92492,-735018,-1.56417e+11
2e-07,4.8e-07,1.5e-06,1.6e-06,4.01571,-980416,-6.50961e+10
2.08e-07,4.8e-07,1.5e-06,1.6e-06,3.91807,-805083,-1.27842e+11
2.16e-07,4.8e-07,1.5e-06,1.6e-06,3.87762,-725457,-1.49399e+11
2.24e-07,4.8e-07,1.5e-06,1.6e-06,3.84056,-651934,-1.68612e+11
2.32e-07,4.8e-07,1.5e-06,1.6e-06,3.80982,-590340,-1.84087e+11
2.4e-07,4.8e-07,1.5e-06,1.6e-06,3.82267,-599335,-1.69271e+11
2e-07,5.2e-07,1.5e-06,1.6e-06,3.91788,-848976,-8.33628e+10
2.08e-07,5.2e-07,1.5e-06,1.6e-06,3.84476,-711543,-1.31014e+11
2.16e-07,5.2e-07,1.5e-06,1.6e-06,3.81561,-647727,-1.47232e+11
2.24e-07,5.2e-07,1.5e-06,1.6e-06,3.78859,-588207,-1.61757e+11
2.32e-07,5.2e-07,1.5e-06,1.6e-06,3.76594,-537840,-1.73513e+11
2.4e-07,5.2e-07,1.5e-06,1.6e-06,3.77485,-538877,-1.63051e+11
2e-07,5.6e-07,1.5e-06,1.6e-06,3.8651,-780202,-8.49953e+10
2.08e-07,5.6e-07,1.5e-06,1.6e-06,3.80877,-668574,-1.22444e+11
2.16e-07,5.6e-07,1.5e-06,1.6e-06,3.78614,-613812,-1.35678e+11
2.24e-07,5.6e-07,1.5e-06,1.6e-06,3.76487,-562249,-1.47614e+11
2.32e-07,5.6e-07,1.5e-06,1.6e-06,3.74682,-518204,-1.57345e+11
2.4e-07,5.6e-07,1.5e-06,1.6e-06,3.75204,-512399,-1.5038e+11
2e-07,6e-07,1.5e-06,1.6e-06,3.83557,-743383,-7.95485e+10
2.08e-07,6e-07,1.5e-06,1.6e-06,3.79081,-649469,-1.10015e+11
2.16e-07,6e-07,1.5e-06,1.6e-06,3.77214,-600182,-1.21499e+11
2.24e-07,6e-07,1.5e-06,1.6e-06,3.75436,-553394,-1.31934e+11
2.32e-07,6e-07,1.5e-06,1.6e-06,3.73907,-513111,-1.40509e+11
2.4e-07,6e-07,1.5e-06,1.6e-06,3.74131,-501928,-1.36231e+11
